text,classification,text_tokens
"Foto do hospital de campanha do ginásio do Ibirapuera, em São Paulo, com todas as camas vazias",0,"['foto', 'hospital', 'campanha', 'ginásio', 'ibirapuera', 'paulo', 'camas', 'vazias']"
"Foto mostra hospital de campanha do Ginásio Ibirapuera, em São Paulo, vazio.",0,"['foto', 'mostra', 'hospital', 'campanha', 'ginásio', 'ibirapuera', 'paulo', 'vazio']"
"Vídeo de uma teleconferência entre o governador da Bahia, Rui Costa, e a prefeita de Porto Seguro. Na legenda, é dito que Costa solicitou que a prefeita arranjasse 200 casos"" de Covid-19 no município""",0,"['vídeo', 'teleconferência', 'governador', 'bahia', 'rui', 'costa', 'prefeita', 'porto', 'seguro', 'legenda', 'dito', 'costa', 'solicitou', 'prefeita', 'arranjasse', 'casos', 'covid', 'município']"
"Vídeo mostra teleconferência entre Rui Costa, governador da Bahia, e a prefeita da cidade de Porto Seguro (BA). Segundo a legenda, o governador pediu à prefeita para aumentar artificialmente o número de pacientes com COVID-19 para 200.",0,"['vídeo', 'mostra', 'teleconferência', 'rui', 'costa', 'governador', 'bahia', 'prefeita', 'cidade', 'porto', 'seguro', 'ba', 'legenda', 'governador', 'pediu', 'prefeita', 'aumentar', 'artificialmente', 'pacientes', 'covid']"
Dados no Portal da Transparência do Registro Civil provam que pandemia de Covid-19 é uma farsa,0,"['dados', 'portal', 'transparência', 'registro', 'civil', 'provam', 'pandemia', 'covid', 'farsa']"
Texto afirma que dados do registro civil provam que a pandemia é uma invenção. Todos os números são significativamente inferiores aos publicados pelo Ministério da Saúde.,0,"['texto', 'afirma', 'dados', 'registro', 'civil', 'provam', 'pandemia', 'invenção', 'números', 'significativamente', 'inferiores', 'publicados', 'ministério', 'saúde']"
O CRAS (Centro de Assistência Social) está distribuindo 492 mil cestas básicas para pessoas carentes. É preciso preencher um formulário para descobrir se são elegíveis.,0,"['cras', 'centro', 'assistência', 'social', 'distribuindo', 'cestas', 'básicas', 'carentes', 'preciso', 'preencher', 'formulário', 'descobrir', 'elegíveis']"
O CRAS está distribuindo 492 mil cestas básicas grátis para pessoas passando necessidade durante a crise de Covid-19,0,"['cras', 'distribuindo', 'cestas', 'básicas', 'grátis', 'passando', 'necessidade', 'crise', 'covid']"
"João Doria, governador de São Paulo, e a deputada federal Joice Hasselmann aparecem dançando em vídeo e desrespeitando os decretos de distanciamento social. ",0,"['joão', 'doria', 'governador', 'paulo', 'deputada', 'federal', 'joice', 'hasselmann', 'aparecem', 'dançando', 'vídeo', 'desrespeitando', 'decretos', 'distanciamento', 'social']"
Foto mostra uma pessoa segurando um caixão com apenas dois dedos. O conteúdo afirma ser fisicamente impossível que o caixão esteja cheio devido ao peso de uma pessoa morta.,0,"['foto', 'mostra', 'pessoa', 'segurando', 'caixão', 'dedos', 'conteúdo', 'afirma', 'fisicamente', 'impossível', 'caixão', 'cheio', 'devido', 'peso', 'pessoa', 'morta']"
Fotos mostram caixões vazios usados para fingir funerais de vítimas da COVID-19 em São Paulo e no Amazonas.,0,"['fotos', 'mostram', 'caixões', 'vazios', 'usados', 'fingir', 'funerais', 'vítimas', 'covid', 'paulo', 'amazonas']"
"O governador do Rio de Janeiro irá pagar aos presidiários um subsídio mensal especial em razão da COVID-19 de R$ 836. Enquanto isso, o auxílio emergencial para pessoas pobres que não são criminosas condenadas é de apenas R$ 600.",0,"['governador', 'rio', 'janeiro', 'pagar', 'presidiários', 'subsídio', 'mensal', 'especial', 'razão', 'covid', 'r', 'auxílio', 'emergencial', 'pobres', 'criminosas', 'condenadas', 'r']"
170 milhões de pessoas estão recebendo o auxílio emergencial de COVID-19 pago pelo governo federal.,0,"['milhões', 'recebendo', 'auxílio', 'emergencial', 'covid', 'pago', 'governo', 'federal']"
Vídeo mostra médicos israelenses dançando e comemorando porque dois hospitais dedicados ao tratamento de COVID-19 foram fechados porque já não havia mais pacientes.,0,"['vídeo', 'mostra', 'médicos', 'israelenses', 'dançando', 'comemorando', 'hospitais', 'dedicados', 'tratamento', 'covid', 'fechados', 'pacientes']"
"Adelio Bispo de Oliveira, o homem que esfaqueou Bolsonaro em 2018, contraiu coronavírus na prisão.",0,"['adelio', 'bispo', 'oliveira', 'homem', 'esfaqueou', 'bolsonaro', 'contraiu', 'coronavírus', 'prisão']"
"Enquanto os testes de COVID-19 em pessoas doentes levam de 10 a 20 dias para mostrar resultados, em pessoas mortas os resultados são dados instantaneamente.",0,"['testes', 'covid', 'doentes', 'levam', 'dias', 'mostrar', 'resultados', 'mortas', 'resultados', 'dados', 'instantaneamente']"
Usar máscaras por um longo período de tempo pode causar hipóxia.,0,"['máscaras', 'longo', 'período', 'causar', 'hipóxia']"
"Vídeo mostra mulher idosa lutando para respirar, deitada sobre o que parece ser uma sacola plástica. Ela estaria dentro do necrotério de um hospital e foi resgatada por seus parentes.",0,"['vídeo', 'mostra', 'mulher', 'idosa', 'lutando', 'respirar', 'deitada', 'sacola', 'plástica', 'estaria', 'necrotério', 'hospital', 'resgatada', 'parentes']"
Bill Gates está financiando uma vacina em forma de adesivo. A vacina contém um microchip que será usado para monitorar pessoas via rede 5G.,0,"['bill', 'gates', 'financiando', 'vacina', 'adesivo', 'vacina', 'contém', 'microchip', 'usado', 'monitorar', 'via', 'rede', 'g']"
O número total de mortes por COVID-19 diminuiu em Manaus (AM) de 150 para 2 após visita do Ministro da Saúde Nelson Teich. Isso aconteceu porque ele começou a investigar mortes fraudulentas.,0,"['total', 'mortes', 'covid', 'diminuiu', 'manaus', 'am', 'visita', 'ministro', 'saúde', 'nelson', 'teich', 'aconteceu', 'começou', 'investigar', 'mortes', 'fraudulentas']"
"Apesar da pandemia de COVID-19, o número total de mortes no Brasil diminuiu em vez de aumentar se comparados os meses de abril de 2019 e abril de 2020. A declaração é apoiada pelos dados nacionais do Registro Civil.",0,"['apesar', 'pandemia', 'covid', 'total', 'mortes', 'brasil', 'diminuiu', 'aumentar', 'comparados', 'abril', 'abril', 'declaração', 'apoiada', 'dados', 'nacionais', 'registro', 'civil']"
"TV Globo usou imagens de um funeral coletivo para as vítimas de um naufrágio em Lampedusa, em 2013, para ilustrar matéria sobre mortes por COVID-19 na Itália.",0,"['tv', 'globo', 'usou', 'imagens', 'funeral', 'coletivo', 'vítimas', 'naufrágio', 'lampedusa', 'ilustrar', 'matéria', 'mortes', 'covid', 'itália']"
Vídeo mostra confronto entre ambulantes e guardas municipais em São Paulo. Os guardas estariam tentando levar as mercadorias porque os comerciantes não estavam obedecendo o isolamento social.,0,"['vídeo', 'mostra', 'confronto', 'ambulantes', 'guardas', 'municipais', 'paulo', 'guardas', 'estariam', 'tentando', 'levar', 'mercadorias', 'comerciantes', 'obedecendo', 'isolamento', 'social']"
"Segundo o Registro Civil, número de mortes por síndrome respiratória diminuiu e não aumentou entre 2019 e 2020 no Ceará, Brasil. O período considerado foi de 16 de março a 10 de maio.",0,"['registro', 'civil', 'mortes', 'síndrome', 'respiratória', 'diminuiu', 'aumentou', 'ceará', 'brasil', 'período', 'considerado', 'março', 'maio']"
"Foto mostra metrô lotado e com pessoas usando máscaras. Na legenda, afirma-se que a imagem foi tirada depois que o prefeito de São Paulo determinou restrições de tráfego (apenas metade dos veículos pode circular diariamente) para aumentar o isolamento social.",0,"['foto', 'mostra', 'metrô', 'lotado', 'usando', 'máscaras', 'legenda', 'afirma', 'imagem', 'tirada', 'prefeito', 'paulo', 'determinou', 'restrições', 'tráfego', 'metade', 'veículos', 'circular', 'diariamente', 'aumentar', 'isolamento', 'social']"
"Foto mostra três lojas fechadas e com placas informando que as pessoas perderam o emprego por causa de Alexandre Kalil, prefeito de Belo Horizonte, e suas medidas de bloqueio contra o COVID-19.",0,"['foto', 'mostra', 'lojas', 'fechadas', 'placas', 'informando', 'perderam', 'emprego', 'causa', 'alexandre', 'kalil', 'prefeito', 'belo', 'horizonte', 'medidas', 'bloqueio', 'covid']"
O Washington Post publicou reportagem em que afirma que o paciente zero de COVID-19 era funcionário de um instituto de virologia em Wuhan.,0,"['washington', 'post', 'publicou', 'reportagem', 'afirma', 'paciente', 'covid', 'funcionário', 'instituto', 'virologia', 'wuhan']"
O número total de mortes no Brasil diminuiu durante a pandemia da COVID-19.,0,"['total', 'mortes', 'brasil', 'diminuiu', 'pandemia', 'covid']"
"A taxa de desaprovação do governador de São Paulo, João Doria, atingiu 98% durante o bloqueio da COVID-19.",0,"['taxa', 'desaprovação', 'governador', 'paulo', 'joão', 'doria', 'atingiu', 'bloqueio', 'covid']"
Imagem do apresentador de TV Tiago Leifert com a equipe do BBB ‘celebrando recorde de audiência’,0,"['imagem', 'apresentador', 'tv', 'tiago', 'leifert', 'equipe', 'bbb', 'celebrando', 'recorde', 'audiência']"
Imagem mostrando uma fila na frente do restaurante Bom Prato em São Paulo,0,"['imagem', 'mostrando', 'fila', 'frente', 'restaurante', 'prato', 'paulo']"
Dois áudios sobre  arrastões de consumidores na Cracolândia durante a pandemia,0,"['áudios', 'arrastões', 'consumidores', 'cracolândia', 'pandemia']"
Um empresário se suicidou depois de despedir 223 empregados por causa da crise do coronavírus.,0,"['empresário', 'suicidou', 'despedir', 'empregados', 'causa', 'crise', 'coronavírus']"
O governo da Paraíba utilizou orçamento de emergência para contratar artistas,0,"['governo', 'paraíba', 'utilizou', 'orçamento', 'emergência', 'contratar', 'artistas']"
Vídeo de um confronto na Cracolândia durante a pandemia de Covid-19,0,"['vídeo', 'confronto', 'cracolândia', 'pandemia', 'covid']"
Imagens mostrando que o hospital no Rio de referência  para Covid-19 não tem pacientes,0,"['imagens', 'mostrando', 'hospital', 'rio', 'referência', 'covid', 'pacientes']"
Uma reportagem italiana sobre uma pesquisa de coronavírus em 2015,0,"['reportagem', 'italiana', 'pesquisa', 'coronavírus']"
"Por causa da Covid-19, dinheiro foi jogado fora na Itália.",0,"['causa', 'covid', 'dinheiro', 'jogado', 'itália']"
Vídeo mostra 4 hospitais supostamente vazios em São Paulo.,0,"['vídeo', 'mostra', 'hospitais', 'supostamente', 'vazios', 'paulo']"
"Foto mostra vários pacientes em camas de hospital concentradas em uma área muito pequena. A legenda afirma que era assim que era a saúde pública no Brasil em 2016, mas a mídia nunca falou sobre isso.",0,"['foto', 'mostra', 'pacientes', 'camas', 'hospital', 'concentradas', 'pequena', 'legenda', 'afirma', 'saúde', 'pública', 'brasil', 'mídia', 'falou']"
"Dados do Registro Civil mostram que, entre 1º de janeiro e 12 de maio, o número total de mortes por causas respiratórias permanece basicamente o mesmo.",0,"['dados', 'registro', 'civil', 'mostram', 'º', 'janeiro', 'maio', 'total', 'mortes', 'causas', 'respiratórias', 'permanece', 'basicamente']"
"Foto mostra uma mansão acompanhada de legenda que diz que João Doria, governador de São Paulo, quer que você fique em casa porque ele mora nesta casa.",0,"['foto', 'mostra', 'mansão', 'acompanhada', 'legenda', 'joão', 'doria', 'governador', 'paulo', 'fique', 'casa', 'mora', 'n', 'casa']"
O chá boldo pode curar COVID-19 em três horas.,0,"['chá', 'boldo', 'curar', 'covid']"
O Carrefour está oferecendo um vale de R$ 300 para famílias carentes durante a crise da COVID-19.,0,"['carrefour', 'oferecendo', 'vale', 'r', 'famílias', 'carentes', 'crise', 'covid']"
"O Registro Civil brasileiro oficial mostrou que o número total de mortes em abril diminuiu, em vez de aumentar, entre 2019 e 2020, durante a pandemia da COVID-19.",0,"['registro', 'civil', 'brasileiro', 'oficial', 'mostrou', 'total', 'mortes', 'abril', 'diminuiu', 'aumentar', 'pandemia', 'covid']"
"O Ministério da Saúde da Itália descobriu que as mortes por COVID-19 são causadas por bactérias, não pelo novo coronavírus.",0,"['ministério', 'saúde', 'itália', 'descobriu', 'mortes', 'covid', 'causadas', 'bactérias', 'coronavírus']"
"Vídeo mostra profissionais de saúde em um hospital exibindo mensagem esperançosa. A legenda informa que o vídeo foi filmado no Hospital Moinhos de Vento, em Porto Alegre, e que eles conseguiram curar todos os pacientes com COVID-19 em sua UTI e estavam comemorando.",0,"['vídeo', 'mostra', 'profissionais', 'saúde', 'hospital', 'exibindo', 'mensagem', 'esperançosa', 'legenda', 'informa', 'vídeo', 'filmado', 'hospital', 'moinhos', 'vento', 'porto', 'alegre', 'conseguiram', 'curar', 'pacientes', 'covid', 'uti', 'comemorando']"
O Supremo Tribunal Federal proibiu hospitais militares de tratar pacientes civis com COVID-19. Cinco partidos políticos contrários a Bolsonaro fizeram o pedido.,0,"['supremo', 'tribunal', 'federal', 'proibiu', 'hospitais', 'militares', 'tratar', 'pacientes', 'civis', 'covid', 'partidos', 'políticos', 'contrários', 'bolsonaro', 'fizeram', 'pedido']"
"Foto mostra quarto de hospital vazio. A legenda diz que costumava ser uma sala de isolamento"" para pacientes com COVID-19 no Hospital HCPM no Rio. Também diz que houve apenas um caso COVID-19 no hospital.""",0,"['foto', 'mostra', 'hospital', 'vazio', 'legenda', 'costumava', 'sala', 'isolamento', 'pacientes', 'covid', 'hospital', 'hcpm', 'rio', 'caso', 'covid', 'hospital']"
"Foto mostra pilha de dinheiro. Na legenda, afirma-se que esse dinheiro foi destinado a financiar hospitais temporários no Rio, mas foi roubado por um assessor do governador Wilson Witzel.",0,"['foto', 'mostra', 'pilha', 'dinheiro', 'legenda', 'afirma', 'dinheiro', 'destinado', 'financiar', 'hospitais', 'temporários', 'rio', 'roubado', 'assessor', 'governador', 'wilson', 'witzel']"
"Vídeo mostra um pastor evangélico oferecendo máscara espiritual invisível contra COVID-19, H1N1 e HIV.",0,"['vídeo', 'mostra', 'pastor', 'evangélico', 'oferecendo', 'máscara', 'espiritual', 'invisível', 'covid', 'hn', 'hiv']"
"O Partido dos Trabalhadores (PT) entrou com uma ação contra o governo, no STF (Supremo Tribunal Federal), exigindo que o Governo Federal parasse de comprar cloroquina e hidroxicloroquina.",0,"['partido', 'trabalhadores', 'pt', 'entrou', 'ação', 'governo', 'stf', 'supremo', 'tribunal', 'federal', 'exigindo', 'governo', 'federal', 'parasse', 'comprar', 'cloroquina', 'hidroxicloroquina']"
Vídeo mostra um homem deitado calmamente em uma cama de hospital e escondido em uma ambulância. A legenda diz que isso é prova de que as autoridades brasileiras estão forjando casos de COVID-19.,0,"['vídeo', 'mostra', 'homem', 'deitado', 'calmamente', 'cama', 'hospital', 'escondido', 'ambulância', 'legenda', 'prova', 'autoridades', 'brasileiras', 'forjando', 'casos', 'covid']"
"João Doria, governador de São Paulo, disse que as pessoas precisam escolher entre confinamento ou comida"" em uma entrevista ao Brasil Urgente um programa de TV nacional.""",0,"['joão', 'doria', 'governador', 'paulo', 'disse', 'precisam', 'escolher', 'confinamento', 'comida', 'entrevista', 'brasil', 'urgente', 'programa', 'tv', 'nacional']"
"A grande mídia brasileira não disse nada depois que o ex-presidente Lula afirmou: felizmente a natureza criou esse monstro chamado coronavírus"".""",0,"['mídia', 'brasileira', 'disse', 'ex', 'presidente', 'lula', 'afirmou', 'felizmente', 'natureza', 'criou', 'monstro', 'chamado', 'coronavírus']"
"Depois de deixar o cargo de ministro da Saúde, Nelson Teich disse que não podia trabalhar com Jair Bolsonaro porque não podia trabalhar com alguém que colocava sua própria mediocridade e ignorância diante da ciência.",0,"['deixar', 'cargo', 'ministro', 'saúde', 'nelson', 'teich', 'disse', 'jair', 'bolsonaro', 'alguém', 'colocava', 'mediocridade', 'ignorância', 'ciência']"
"O filho de William Bonner, um dos âncoras mais conhecidos do Brasil, recebeu um subsídio de emergência COVID-19 de R $ 600, destinado aos pobres, apesar de ser filho de um homem rico.",0,"['filho', 'william', 'bonner', 'âncoras', 'conhecidos', 'brasil', 'recebeu', 'subsídio', 'emergência', 'covid', 'r', 'destinado', 'pobres', 'apesar', 'filho', 'homem', 'rico']"
"99% de todos os pacientes com COVID-19 em Itaperuna, no Rio de Janeiro, foram curados após serem tratados com cloroquina.",0,"['pacientes', 'covid', 'itaperuna', 'rio', 'janeiro', 'curados', 'serem', 'tratados', 'cloroquina']"
"Vídeo mostra uma fila de profissionais de saúde dando as costas para um carro que passava. Nas legendas, afirma-se que eles estavam protestando contra Bruno Covas, prefeito de São Paulo.",0,"['vídeo', 'mostra', 'fila', 'profissionais', 'saúde', 'dando', 'costas', 'carro', 'passava', 'legendas', 'afirma', 'protestando', 'bruno', 'covas', 'prefeito', 'paulo']"
O governo federal criou um vale para as pessoas pobres comprarem botijões de gás durante a pandemia de COVID-19. A mensagem foi compartilhada no WhatsApp com um link para o formulário on-line autorizado que as pessoas precisam preencher para se qualificarem ao benefício.,0,"['governo', 'federal', 'criou', 'vale', 'pobres', 'comprarem', 'botijões', 'gás', 'pandemia', 'covid', 'mensagem', 'compartilhada', 'whatsapp', 'link', 'formulário', 'on', 'line', 'autorizado', 'precisam', 'preencher', 'qualificarem', 'benefício']"
"A cloroquina foi inventada por Gaspar Vianna, um cientista do Pará, Brasil.",0,"['cloroquina', 'inventada', 'gaspar', 'vianna', 'cientista', 'pará', 'brasil']"
"Foto de aglomeração na Cracolândia, São Paulo (Brasil)",0,"['foto', 'aglomeração', 'cracolândia', 'paulo', 'brasil']"
As autoridades italianas descubriram que uma bactéria causa a COVID-19,0,"['autoridades', 'italianas', 'descubriram', 'bactéria', 'causa', 'covid']"
As autoridades italianas descobriram que a COVID-19 é causada por uma bactéria,0,"['autoridades', 'italianas', 'descobriram', 'covid', 'causada', 'bactéria']"
"Um tuíte de uma pessoa que se diz recém-saída do “Hospital Unimed da Barra”, onde seu primo “Antônio Carlos, de 67 anos” se curou logo após ser tratado com cloroquina. ",0,"['tuíte', 'pessoa', 'recém', 'saída', 'hospital', 'unimed', 'barra', 'primo', 'antônio', 'carlos', 'curou', 'tratado', 'cloroquina']"
"A Agência de Alimentos e Medicamentos dos Estados Unidos (FDA, na sigla em inglês)  liberou a hidroxicloroquina para todos os pacientes com Covid-19",0,"['agência', 'alimentos', 'medicamentos', 'estados', 'unidos', 'fda', 'sigla', 'inglês', 'liberou', 'hidroxicloroquina', 'pacientes', 'covid']"
O Hospital de Campanha do Pacaembu não tem pacientes,0,"['hospital', 'campanha', 'pacaembu', 'pacientes']"
O Hospital das Clínicas de São Paulo não tem pacientes com COVID-19,0,"['hospital', 'clínicas', 'paulo', 'pacientes', 'covid']"
"Reportagem do G1 mostrou que o governo de São Paulo manipulou o número de mortos pela Covid-19, doença causada pelo novo coronavírus. ",0,"['reportagem', 'g', 'mostrou', 'governo', 'paulo', 'manipulou', 'mortos', 'covid', 'doença', 'causada', 'coronavírus']"
"Vídeo mostra policiais militares abordando e imobilizando um homem, em uma rua de São Paulo, por causa da Covid 19. ",0,"['vídeo', 'mostra', 'policiais', 'militares', 'abordando', 'imobilizando', 'homem', 'rua', 'paulo', 'causa', 'covid']"
Um estudo espanhol com 60 mil pessoas demonstrou que as políticas de bloqueio são ineficazes.,0,"['estudo', 'espanhol', 'demonstrou', 'políticas', 'bloqueio', 'ineficazes']"
Médicos de 30 países confirmam a eficácia da cloroquina,0,"['médicos', 'países', 'confirmam', 'eficácia', 'cloroquina']"
"A atriz e cantora norte-americana Rita Wilson afirmou que se salvou apenas porque usou cloroquina"". """,0,"['atriz', 'cantora', 'norte', 'americana', 'rita', 'wilson', 'afirmou', 'salvou', 'usou', 'cloroquina']"
"Vídeo mostra uma idosa sendo imobilizada por guardas municipais em Sorocaba, no Brasil",0,"['vídeo', 'mostra', 'idosa', 'imobilizada', 'guardas', 'municipais', 'sorocaba', 'brasil']"
O juiz federal Marcelo Bretas postou um texto dizendo que a hidroxicloroquina dificulta a corrupção dos políticos. ,0,"['juiz', 'federal', 'marcelo', 'bretas', 'postou', 'texto', 'dizendo', 'hidroxicloroquina', 'dificulta', 'corrupção', 'políticos']"
"Imagens de um chinês detido com carga roubada para o tratamento da Covid-19” ao lado dos governadores de São Paulo João Doria (PSDB); do Rio Wilson Witzel (PSC) e do Distrito Federal Ibaneis Rocha (MDB); do presidente da Câmara dos Deputados Rodrigo Maia (DEM-RJ); e do ex-presidente da República Fernando Henrique Cardoso (PSDB)""",0,"['imagens', 'chinês', 'detido', 'carga', 'roubada', 'tratamento', 'covid', 'governadores', 'paulo', 'joão', 'doria', 'psdb', 'rio', 'wilson', 'witzel', 'psc', 'distrito', 'federal', 'ibaneis', 'rocha', 'mdb', 'presidente', 'câmara', 'deputados', 'rodrigo', 'maia', 'dem', 'rj', 'ex', 'presidente', 'república', 'fernando', 'henrique', 'cardoso', 'psdb']"
Vídeo mostra policiais militares abordando e agredindo com cacetetes um homem que não respeitava o isolamento social por conta da Covid-19,0,"['vídeo', 'mostra', 'policiais', 'militares', 'abordando', 'agredindo', 'cacetetes', 'homem', 'respeitava', 'isolamento', 'social', 'conta', 'covid']"
"O quinino, presente na água tônica, ajuda a tratar e a prevenir a COVID-19",0,"['quinino', 'presente', 'água', 'tônica', 'ajuda', 'tratar', 'prevenir', 'covid']"
"Vídeo de um saque a supermercado no estado de Pernambuco (Brasil), porque “o povo tinha fome”",0,"['vídeo', 'saque', 'supermercado', 'pernambuco', 'brasil', 'fome']"
"O Bar Brahma, um dos bares mais famosos de São Paulo, será fechado após a falência durante a pandemia.",0,"['bar', 'brahma', 'bares', 'famosos', 'paulo', 'fechado', 'falência', 'pandemia']"
Vídeo mostra um grupo de policiais saudando manifestantes anti-lockdown em São Paulo.,0,"['vídeo', 'mostra', 'policiais', 'saudando', 'manifestantes', 'anti', 'lockdown', 'paulo']"
Estados brasileiros recebem R$16.450 adicionais em financiamento do governo federal para cada morte por COVID-19.,0,"['estados', 'brasileiros', 'recebem', 'r', 'adicionais', 'financiamento', 'governo', 'federal', 'morte', 'covid']"
Os alimentos com “pH mais alcalino” ajudam a combater a Covid-19,0,"['alimentos', 'ph', 'alcalino', 'ajudam', 'combater', 'covid']"
"O ministro-chefe do Gabinete de Segurança Institucional, Augusto Heleno, tuitou que o presidente Jair Bolsonaro se curou da COVID-19",0,"['ministro', 'chefe', 'gabinete', 'segurança', 'institucional', 'augusto', 'heleno', 'tuitou', 'presidente', 'jair', 'bolsonaro', 'curou', 'covid']"
Um vídeo mostra guardas na Bahia agredindo uma mulher por violar a quatentena. ,0,"['vídeo', 'mostra', 'guardas', 'bahia', 'agredindo', 'mulher', 'violar', 'quatentena']"
"Vídeo mostra que o hospital dedicado al COVID-19 em Fortaleza, Brasil, não tem pacientes",0,"['vídeo', 'mostra', 'hospital', 'dedicado', 'al', 'covid', 'fortaleza', 'brasil', 'pacientes']"
"Uma imagem mostra o governador de São Paulo (Brasil), João Doria, em uma festa em Araçatuba",0,"['imagem', 'mostra', 'governador', 'paulo', 'brasil', 'joão', 'doria', 'festa', 'araçatuba']"
"As mortes por COVID-19 diminuíram depois de uma investigação"" da Polícia Federal. """,0,"['mortes', 'covid', 'diminuíram', 'investigação', 'polícia', 'federal']"
Lojas Renner anunciaram em 16 de abril o fechamento de suas filiais. ,0,"['lojas', 'renner', 'anunciaram', 'abril', 'fechamento', 'filiais']"
"Um andar inteiro do Hospital Doutor João Lúcio Pereira Machado, em Manaus, está vazio depois que todos os pacientes com COVID-19 foram curados.",0,"['andar', 'inteiro', 'hospital', 'doutor', 'joão', 'lúcio', 'pereira', 'machado', 'manaus', 'vazio', 'pacientes', 'covid', 'curados']"
"Foto de Wilson Witzel, governador do Rio de Janeiro, almoçando em um restaurante à beira-mar. Na legenda, diz que, enquanto a população do Rio está confinada, o governador desfruta de uma refeição chique em Angra dos Reis.",0,"['foto', 'wilson', 'witzel', 'governador', 'rio', 'janeiro', 'almoçando', 'restaurante', 'beira', 'mar', 'legenda', 'população', 'rio', 'confinada', 'governador', 'desfruta', 'refeição', 'chique', 'angra', 'reis']"
Caixa bloqueou a assistência de emergência a 187.000 pessoas,0,"['caixa', 'bloqueou', 'assistência', 'emergência']"
Estão sepultando caixões vazios no Amazonas (Brasil) segundo noticiou o Jornal da Band,0,"['sepultando', 'caixões', 'vazios', 'amazonas', 'brasil', 'noticiou', 'jornal', 'band']"
Um post que afirma que novos casos de Covid-19 estão diminuindo diariamente no mundo,0,"['post', 'afirma', 'casos', 'covid', 'diminuindo', 'diariamente', 'mundo']"
São oferecido kits gratuitos de limpeza e higiene durante a pandemia,0,"['oferecido', 'kits', 'gratuitos', 'limpeza', 'higiene', 'pandemia']"
O FBI confiscou máscaras contaminadas com o novo coronavírus importadas da China,0,"['fbi', 'confiscou', 'máscaras', 'contaminadas', 'coronavírus', 'importadas', 'china']"
GloboNews informou a morte de um traficante como consequência da Covid-19,0,"['globonews', 'informou', 'morte', 'traficante', 'consequência', 'covid']"
"Imagem do governador Eduardo Leite (PSDB), do Rio Grande do Sul, e de seu irmão Ricardo no que parece ser um teleférico durante a pandemia do coronavírus. ",0,"['imagem', 'governador', 'eduardo', 'leite', 'psdb', 'rio', 'sul', 'irmão', 'ricardo', 'teleférico', 'pandemia', 'coronavírus']"
O hospital de campanha do município de Santo André não tem pacientes,0,"['hospital', 'campanha', 'município', 'santo', 'andré', 'pacientes']"
O incêndio de um carro mostrado em um vídeo viral foi causado por álcool em gel,0,"['incêndio', 'carro', 'mostrado', 'vídeo', 'viral', 'causado', 'álcool', 'gel']"
"Imagem de uma jovem pisoteada por policial no estado do Ceará, Brasil",0,"['imagem', 'jovem', 'pisoteada', 'policial', 'ceará', 'brasil']"
"Publicação comparando a taxa de mortalidade da Covid-19 em Minas Gerais, São Paulo, Ceará e Rio de Janeiro e que garante que a taxa de mortalidade em Minas Gerais é 11 vezes menor"" do que em São Paulo""",0,"['publicação', 'comparando', 'taxa', 'mortalidade', 'covid', 'minas', 'gerais', 'paulo', 'ceará', 'rio', 'janeiro', 'garante', 'taxa', 'mortalidade', 'minas', 'gerais', 'paulo']"
"Nelson Teich, ministro da Saúde do Brasil, está auditando"" os números da Covid-19""",0,"['nelson', 'teich', 'ministro', 'saúde', 'brasil', 'auditando', 'números', 'covid']"
Um vídeo de uma reportagem sobre o alerta da OMS por máscaras infectadas por coronavírus,0,"['vídeo', 'reportagem', 'alerta', 'oms', 'máscaras', 'infectadas', 'coronavírus']"
Vídeo mostra cinco policiais militares de Minas Gerais imobilizando duas mulheres atiradas ao chão por descumprirem as medidas de isolamento social impostas pelo governo de MInas Gerais. ,0,"['vídeo', 'mostra', 'policiais', 'militares', 'minas', 'gerais', 'imobilizando', 'mulheres', 'atiradas', 'chão', 'descumprirem', 'medidas', 'isolamento', 'social', 'impostas', 'governo', 'minas', 'gerais']"
O governo suspendeu o pagamento do subsídio de emergência devido à falta de dinheiro,0,"['governo', 'suspendeu', 'pagamento', 'subsídio', 'emergência', 'devido', 'dinheiro']"
"O chá de limão, alho e jambu curam a Covid-19",0,"['chá', 'limão', 'alho', 'jambu', 'curam', 'covid']"
O sistema de UPAs no Rio de Janeiro induz a um alto registro de casos de Covid-19,0,"['upas', 'rio', 'janeiro', 'induz', 'alto', 'registro', 'casos', 'covid']"
WhatsApp teve bloqueio determinado pela Justiça em 2020,0,"['whatsapp', 'bloqueio', 'determinado', 'justiça']"
"Bing Liu, um pesquisador que estava prestes a descobrir uma vacina para o COVID-19, foi assassinado nos EUA.",0,"['bing', 'liu', 'pesquisador', 'prestes', 'descobrir', 'vacina', 'covid', 'assassinado', 'eua']"
"O prefeito do Rio de Janeiro, Marcelo Crivella, anunciou um plano para começar a reabrir o comércio e serviços em 1º de junho, incluindo escolas.",0,"['prefeito', 'rio', 'janeiro', 'marcelo', 'crivella', 'anunciou', 'plano', 'começar', 'reabrir', 'comércio', 'serviços', 'º', 'junho', 'incluindo', 'escolas']"
"Vídeo mostra um homem sendo resgatado, vivo, de dentro de uma tumba. A legenda diz que ele foi enterrado vivo depois de ser declarado morto por COVID-19.",0,"['vídeo', 'mostra', 'homem', 'resgatado', 'vivo', 'tumba', 'legenda', 'enterrado', 'vivo', 'declarado', 'morto', 'covid']"
